bee_species,tongue_length_mm,body_length_mm,sociality,lecty,flight_range_m
Phytoliriomyza.sp.,17.62582367612049,17.23275150055997,solitary,oligolectic,2072.408922505565
Anthoboscinae,5.339539729990065,14.42467088252306,social,oligolectic,2320.203937892802
Scaptia.alpina,15.665265553165227,7.522274710936472,solitary,oligolectic,266.1905857268721
Villa.sp.,3.7969843060709536,15.316904991632327,solitary,polylectic,2759.6406992990524
Hylaeus.semipersonatus,5.979624834377319,8.681163299595937,solitary,polylectic,926.9867193419486
Leioproctus.sp.2,18.117251813411713,13.000879631144926,social,oligolectic,2273.3683726284653
Hyphesma.sp.,16.46803211607039,19.75819289823994,social,polylectic,1903.5049383761361
Leioproctus.sp.3,5.01257155276835,8.728748961584643,solitary,oligolectic,1655.4816146148369
Lasioglossum.sp.3,19.726664892863482,18.700824348721653,solitary,polylectic,164.51929290778935
Dolichopodidae,16.724068316165358,17.30260168784298,social,polylectic,2917.2893655253574
Syrphus.sp.,9.979771928861737,13.818856798810884,solitary,oligolectic,1842.1940678497776
Prohardya.carinata,12.525593096390367,20.433094538282603,solitary,polylectic,1310.3291132254526
Calliphora.stygia,17.957043033093214,5.391061078524217,solitary,polylectic,1131.6793331177905
Calliphora.sp.,16.59525218559429,9.657569371862337,social,polylectic,166.69322981033474
Calliphora.sp.B,15.369943687226623,12.700403273338452,solitary,polylectic,182.52540577668697
Rutilia.sp.,17.15527604566887,13.883026694646105,social,polylectic,1609.772640070878
Lasioglossum.sp.6,9.318884508218616,13.01022125966847,social,oligolectic,1877.3958910256624
Empis.sp.F,17.711087647359818,10.0606102575548,social,oligolectic,175.96407036762685
Calliphora.fulvicoxa,18.311896406579763,7.61782783921808,solitary,oligolectic,373.5373000847176
Calliphora.hilli,18.051992943044752,12.951940762810409,solitary,polylectic,2764.5083623938262
Diostracus.sp.1,2.149483577813953,15.985757894581184,solitary,polylectic,2273.480484308675
Chaetophthalamus.dorsalis,13.090815328992903,14.585569702088833,solitary,polylectic,318.6053417623043
Lasioglossum.Parasphecodes.sp.3,10.184948018752038,17.00099742389284,solitary,oligolectic,1011.0586505150422
Chloromerus.sp.,12.227371280547231,12.808483387343585,solitary,polylectic,2666.0402476089075
Megachile.sp.,18.18911560671404,10.267204099101946,social,polylectic,477.60352769400924
Anthrenus.verbasci,5.054427830968052,11.14360374538228,solitary,polylectic,782.0158794522285
Botanophila.fugax,15.803791745565832,13.28361558006145,solitary,polylectic,1681.396388169378
Cerambycidae.sp.3,4.03509751195088,10.418566249776632,solitary,oligolectic,1146.8744765268639
Coleoptera.sp.28,15.790915683843195,16.781788987573236,solitary,polylectic,2169.3484076298773
Dicraeus.vagans,6.928264164365828,13.730843605939299,social,polylectic,2801.2796950759366
Mordellistena.brevicauda,18.995540614705533,17.216125088976696,social,polylectic,2676.345775532536
Oedemera.femorata,10.027699739206582,12.147790890885517,social,oligolectic,2082.1920852176845
Oedemera.podagrariae,11.752168906852603,7.40879423962906,solitary,oligolectic,1790.9063664032146
Ozirhincus.millefolii,4.911580306477845,9.982128627598286,solitary,oligolectic,347.39452064968646
Pseudovadonia.livida,14.474963725544512,16.740187723422423,social,polylectic,759.4134442741051
Pteromalidae.sp.1,16.35093857999891,15.999812540831044,social,polylectic,1346.1516937240958
Rhinophora.lepida.,15.92455860460177,13.079645616468042,solitary,oligolectic,368.5591775458306
Stenopterus.rufus,5.8392099142074585,16.16549271903932,solitary,polylectic,1172.2272946732119
Byturus.tomentosus,5.6648795255459845,8.79693038132973,solitary,oligolectic,2990.6854315660894
Lasius.niger,13.39843998895958,14.648997565032914,social,polylectic,641.3550530560315
Lygus.wagneri,15.698144192807376,21.538692557951435,solitary,polylectic,1393.5815460979939
Meligethes.sp.,16.543410013895482,7.302325927885249,social,polylectic,2243.524931394495
Nitidulidae.sp.2,16.920602831523865,17.410070569021627,solitary,polylectic,476.08988699503243
Noctuidae.sp.1,4.1342763770371675,16.157623646082357,social,polylectic,2987.884353240952
Noctuidae.sp.2,7.064175894483924,19.93540698545985,solitary,polylectic,2418.216784996912
Pentatomidae.sp.1,17.24277829937637,16.30294472258538,social,oligolectic,492.9904088145122
Syrphidae.sp.2,3.952806559856981,10.544153532478958,solitary,polylectic,2169.5906361099333
Atrichopogon.sp.,2.3149407748132944,11.605164499254897,solitary,polylectic,1311.0024348832667
Lygaeidae.sp.1,9.441463006660342,5.945184659678489,solitary,polylectic,1034.027118445374
Oedemera.lurida,12.635514003224671,17.07143928692676,solitary,polylectic,2989.200588525273
Anthaxia.nitidula,11.293684947304428,9.905585819855332,solitary,oligolectic,2253.5343295894563
Apidae.sp.10,18.824532971717417,20.248131344793364,social,polylectic,1790.5146777397022
Cephus.cultratus,6.68922336678952,19.402874439489096,social,polylectic,433.348105661571
Cephus.pygmaeus,14.792643949389458,15.683981246547773,solitary,polylectic,1158.9365272317082
Miridae.sp.1,5.026664541102946,17.64987075747922,solitary,oligolectic,1982.9216082580388
Syrphidae.sp.4,16.757702601142228,18.22423022799194,solitary,oligolectic,1544.7544528869912
Brachycera.sp.22,15.501926442142576,21.640899315243587,social,polylectic,1092.7018135320395
Lygocoris.pabulinus,7.219926742836833,20.303046880755574,solitary,oligolectic,238.02734706550837
Melyridae.sp.1,5.236634647939354,7.1093298071064055,social,polylectic,2335.0324678700417
Thysanoptera,13.111254817806184,21.17432207451202,social,polylectic,1383.2794529618695
Trachysiphonella.pygmaea,13.02143577253446,11.402031227014959,solitary,polylectic,1722.151038586162
Agrypnus.murinus,17.582939474843442,10.361022584838793,social,polylectic,503.1192170223221
Anthonomus.rubi,13.514896110631526,15.039592246292159,solitary,oligolectic,2055.1222770940512
Brachycera.sp.11,3.6541875801049173,10.808858993696049,solitary,oligolectic,408.3420025417581
Brachycera.sp.21,17.612788747996092,16.578501475276425,social,polylectic,1533.6405797628686
Bruchus.luteicornis,17.151577912271023,11.308845138177276,solitary,oligolectic,1803.7222898332402
Cidnopus.aeruginosus,10.918834519572556,12.131492453161627,solitary,polylectic,1304.0315211517736
Coccinellidae.larve,3.4287081151269376,19.697661702986807,solitary,polylectic,763.2151571568102
Coenorhinus.aequatus,2.3897090568207204,20.624658765271306,solitary,polylectic,287.5156560447067
Coreus.marginatus,7.561402913182974,17.23356819548644,social,polylectic,2111.8834221502766
Formica.rufibarbis,15.17025932809338,18.494585479376838,solitary,polylectic,2247.557508992031
Heteroptera.sp.1,19.92150061018765,19.125520102214068,solitary,polylectic,2050.139781902544
Isomira.semiflava,10.191559471189976,17.734538400080055,social,polylectic,2723.923198855482
Lassioglossum-Komplex,14.513732697349042,15.513710657367483,social,oligolectic,1969.4248757790774
Leucopis.armillata,19.003821641672403,11.766201591817662,solitary,oligolectic,2928.627675375901
Myrmica.rubra,10.34855463821441,11.57044756715186,solitary,polylectic,1702.0229859743267
Phyllopertha.horticola,14.721368712373078,20.037254543276504,social,polylectic,2703.2238992862403
Strangalia.melanura,17.05073808087036,6.2354810510296375,social,polylectic,2125.964091462083
Tachina.fera,2.8779355669394135,15.986779453931376,solitary,polylectic,2969.115059217438
Cantharidae.sp.1,9.26641112472862,5.750205255113542,solitary,polylectic,486.2862545764074
Cerambycidae.sp.1,11.731903422158211,9.528014971408993,social,oligolectic,2977.540745562874
Cerambycidae.sp.2,15.193392530083656,21.623432190855965,solitary,polylectic,390.3441569302231
Elateridae.sp.1,4.625931777060032,13.574607013491914,solitary,polylectic,1693.7946037622169
Ensifera.sp.6,8.573588372208178,13.526865726104006,social,polylectic,723.19306852296
Apidae.sp.15,2.3597665056586266,13.37189968652092,solitary,polylectic,2067.179456842132
Brachycera.sp.18,2.1666035940870643,17.098110732622445,social,polylectic,2628.7697195075452
Brachycera.sp.20,16.328018839936703,5.757024151505902,solitary,polylectic,2926.354305865243
Brachycera.sp.5,14.27014888310805,17.857332413084805,solitary,polylectic,1502.5846673175693
Diptera.sp.4,2.469730956479907,13.24674058938399,solitary,polylectic,1802.629090892151
Hymenoptera.sp.6,7.481133638415486,20.74125952227041,solitary,polylectic,1361.9829075178131
Panurginus.sp.1,19.070128966588527,13.06230961671099,solitary,polylectic,283.1075522582978
Rhinusa.tetra,7.096133191138506,17.52536550234072,solitary,oligolectic,1294.7252679150552
Brachycera.sp.9,8.456653710920364,17.27979735797271,social,oligolectic,1742.8705863188952
Cantharidae.sp.4,11.02726750029251,13.678823451278731,solitary,oligolectic,1668.917044205591
Coccinella.sp.2,6.775515177287161,11.715094999177381,solitary,polylectic,1200.7884771330282
Mordellidae.sp.1,18.38524315133691,18.110765086486936,social,oligolectic,2129.4021213194355
Nematocera.sp.9,5.250363815575838,7.472071971045807,social,polylectic,1285.6518077896908
Apidae.sp.11,13.091227928176522,15.808911081403494,solitary,oligolectic,1587.2918592998758
Arachnidae.sp.12,2.8623845926485956,12.957101598381996,solitary,oligolectic,2499.031197326258
Arachnidae.sp.5,16.400834938976914,9.5013874291908,solitary,polylectic,2526.056282315403
Blattodea,13.908651384525001,8.253373783780262,solitary,polylectic,1078.750892356038
Brachycera.sp.16,15.236237332224846,19.128574512898922,solitary,polylectic,2698.593642329797
Brachycera.sp.24,2.7831385345198214,7.775651729200035,solitary,oligolectic,2201.446070126258
Brachycera.sp.27,11.728320900350809,14.610238477122039,solitary,polylectic,2590.707230824046
Dasytes.caeruleus,13.260478154290468,14.86590986372903,solitary,oligolectic,2558.29778725747
Ensifera.sp.10,15.480708270333707,13.264671273063868,social,oligolectic,1753.059068811126
Heteroptera.Nymphen,4.691643316298723,7.311516344314441,solitary,polylectic,2158.3028048742563
Lindenius.albilabris,10.009913374204189,8.036065601743758,solitary,polylectic,2771.798630338162
Megachile.sp.1,14.587251740507782,14.258314316859469,solitary,polylectic,834.7486257785931
Microlepidoptera.sp.1,3.9039578968659043,19.866960727842525,social,polylectic,1735.4322065832093
Otites.sp.1,15.894316354300827,15.07284352579154,social,polylectic,2175.5450242431834
Pentatomidae.sp.2,13.44697278412059,10.921314188977703,social,polylectic,1799.7392192250118
Pyrrhocoris.apterus,12.66145550319925,21.302268143976107,solitary,oligolectic,2548.227225942537
Strangalia.nigra,2.2046391367912292,12.827898556366563,solitary,polylectic,1694.5603385567665
Syrphidae.sp.5,2.3599399062804878,13.872304410208017,social,polylectic,1157.1676744613796
Apidae.sp.13,4.9162743566557765,13.31035826005973,solitary,oligolectic,2321.344068576582
Brachycera.sp.10,3.2297336026094854,18.98817360238172,social,polylectic,1265.4247601050884
Carabidae.sp.1,10.572688355110586,13.113709426950663,solitary,polylectic,865.9526587929577
Curculionidae.sp.4,19.69795375224203,19.923144885106012,solitary,polylectic,1794.1360328812152
Hoplitis.leucomelana,9.850545449648052,17.08322614757344,social,polylectic,714.795368234627
Osmia.sp.1,19.064840199425817,17.30484006064944,social,polylectic,1521.969710639678
Vespidae.sp.2,8.067992412950844,18.879672748036683,solitary,polylectic,2851.428171969019
Anthophora.plumipes,10.861818773206323,12.162923954892904,social,polylectic,420.9948981413618
Apidae.sp.7,17.094230468850583,16.972012096317485,social,oligolectic,353.5100980196148
Apidae.sp.8,16.868848020210862,11.693538462975994,social,oligolectic,1805.9297333005816
Bombus,4.563138711731881,6.2005466083064675,solitary,oligolectic,2713.5864323936403
Bombus.sp.2,4.078145625535399,15.598780516302213,solitary,polylectic,1191.3111570291221
Aphidoidea.,2.0806241435930133,5.13583471137099,social,polylectic,254.5093602500856
Arachnidae.sp.10,15.342340127099305,16.57780790165998,social,oligolectic,2017.1726347180083
Halictus.tumulorum,16.08387565938756,11.078336741542444,solitary,polylectic,2898.2427476905286
Hymenoptera.sp.5,5.836601042654365,14.813666661037132,social,polylectic,969.0181667683646
Nematocera.sp.11,11.323788016103208,12.277333238860592,social,oligolectic,1483.3708346821368
Raupe.sp.7,5.450737502425909,6.044237578287721,solitary,polylectic,1430.147827300243
Syrphidae.sp.7,10.222469071857631,12.492783653084189,solitary,oligolectic,2977.187914494425
Arachnidae.sp.11,11.478497199248523,18.788099439116195,social,polylectic,1780.4298229282722
Auchenorrhyncha.sp.1,8.26068292465061,6.391501716105267,solitary,polylectic,1936.1702152062207
Bombus.pascuorum,15.347350812051445,9.916994161438197,social,polylectic,1641.2201527273282
Dasytes.virens,2.8244310040026903,9.223737234249711,social,oligolectic,887.3172990512103
Dermaptera.sp.1,7.12353128567338,13.583477194188163,social,oligolectic,453.8024495821446
Eucera.nigrescens,5.066658561583608,5.585594295989722,social,polylectic,2447.6130043389276
Melecta.luctuosa,6.951102708932012,6.873630461515859,solitary,polylectic,2147.1163218142465
Osmia.bicornis,14.493221333716065,21.929317886941135,solitary,polylectic,1852.1265611052513
Apidae.sp.17,17.259422848001122,21.04067364311777,social,polylectic,1225.6538498448208
Bombus.pratorum,11.13510961132124,17.030492957215756,solitary,polylectic,2304.996433435008
Bombus.sp.1,19.16369453817606,20.20456764032133,solitary,oligolectic,1333.8656343752518
Bombus.sp.3,3.403326354455203,13.45826405286789,solitary,polylectic,1838.362728827633
Ceratina.cyanea,11.406899338588119,15.905556013807654,solitary,polylectic,2629.0515368338674
Ensifera.sp.8,15.052473065443337,5.499284187564626,social,polylectic,2759.6937322290614
Megachile.sp.2,3.8053920925594866,11.001915163127705,solitary,polylectic,2153.02049939055
Muscidae.sp.1,16.115193974226713,11.711905727395788,solitary,polylectic,2508.0626473063603
Volucella.bombylans,10.099319539498538,7.2483327449299395,social,polylectic,2841.087843780406
Arachnidae.sp.6,10.036118091084063,18.498251277254894,solitary,polylectic,1102.0854598842561
Bombus.sp.4,15.142007913906127,14.166010152781382,social,polylectic,1904.6908779302612
Lasius.fuliginosus,10.882334306836128,18.290133135626093,solitary,polylectic,1822.0158087322488
Lygaeidae.sp.2,3.930514272302389,19.035481245955452,social,oligolectic,2484.850702434778
Bombus.terrestris,18.570857136510313,16.477017898345366,solitary,oligolectic,2853.91777374316
Oedemeridae.sp.2,6.323635734152049,12.466798624722287,social,polylectic,235.1302540395409
Oedemeridae.sp.3,13.763342505786568,20.652543541276827,solitary,polylectic,1774.3471262045205
Bombus.lapidarius,17.91669534239918,18.412288141669706,solitary,polylectic,2025.0156772555783
Curculionidae.sp.3,17.99738996522501,5.59611281636171,solitary,oligolectic,2690.919184591621
Heteroptera.sp.3,19.559579708147794,21.689770266180858,solitary,polylectic,1001.4606388518587
Ichneumonidae.sp.1,10.676411921624094,7.297255365177989,solitary,polylectic,2610.721377050504
Apidae.sp.1,3.731238187290728,7.241557027678937,solitary,polylectic,1548.3397127129138
Misumena.vatia,18.748910188209265,13.37001107307151,solitary,polylectic,1825.8236646652222
Olibrus.aeneus,7.694086353294551,17.756593477446586,solitary,oligolectic,1150.1637207344174
Thomisidae.sp.1.,10.457036099862307,14.508831109851599,solitary,polylectic,2408.7949987966567
Ampedus.pomorum,12.008971728384495,21.2392677818425,social,oligolectic,2742.3591908765957
Arachnidae.sp.3,16.77124483557418,10.052628785837442,social,polylectic,947.0679543213919
Cantharidae.sp.2,13.445563258137554,6.925904442556202,solitary,oligolectic,313.21063223294914
Chloromyia.formosa,8.572346689645201,20.03669613553211,social,polylectic,1493.8151693437248
Coleoptera.sp.13,10.642186322715133,19.74890804500319,social,polylectic,2978.6914135562256
Empis.s.str.anfractuosa,4.533311742823571,5.349286005366594,social,oligolectic,2923.2651442755014
Ensifera.sp.4,6.289194091688842,5.021359615726396,solitary,oligolectic,580.0695508019999
Magdalis.cerasi,17.151189079973847,7.638692673994228,solitary,polylectic,1840.280591417104
Magdalis.ruficornis,16.62528199655935,16.97252695285715,solitary,polylectic,399.4593834504485
Nematocera.sp.6,19.804919086862355,21.07577727572061,solitary,polylectic,2695.1435113791376
Nematocera.sp.7,15.129773964639753,15.943977770861238,social,polylectic,1404.2251247679815
Oedemeridae,8.700649139471352,18.836254619294778,social,polylectic,1076.179917785339
Oedemeridae.sp.1,11.186816268600523,8.452199710067362,solitary,polylectic,2119.3615730386227
Raupe.sp.5,18.723153584636748,6.097253564512357,solitary,polylectic,125.2403904683888
Brachycera.sp.13,12.41247779596597,6.343664305750281,social,polylectic,2285.5710889212787
Curculionidae.sp.8,9.314546948764473,18.513235005317256,social,polylectic,631.8558879196644
Euclidia.glyphica,5.8139659855514765,21.8922675633803,solitary,polylectic,2075.9406679775566
Nitidulidae.sp.1,16.798247450962663,15.92512015067041,social,oligolectic,1277.4956135079265
Melanargia.galatea,10.84990453068167,14.60169162740931,solitary,oligolectic,1544.0812676213682
Bombus.lucorum.Komplex,4.903123703785241,6.557325716596097,social,polylectic,423.6714557977393
Chrysotoxum.vernale,14.778058662544936,8.390100612072274,solitary,polylectic,1991.3388457149267
Ensifera.sp.9,12.954622184857726,15.887104928260669,social,oligolectic,2422.030969662592
Lasioglossum.malachurum,3.9863592218607664,21.71960357762873,social,oligolectic,2515.0357109028846
Clytra.quadripunctata,6.005623142700642,18.839189403690398,solitary,polylectic,1540.3130937134847
Ensifera.sp.7,11.838314838707447,19.695460287155584,social,polylectic,2024.8872633324936
Malachius.bipustulatus,3.587055459152907,7.717349019367248,social,oligolectic,584.3071231618524
Apidae.sp.14,4.323053545784205,13.465766540495679,solitary,oligolectic,2666.9181305449456
Brachycera.sp.19,15.38793160347268,16.872015791246668,solitary,polylectic,2595.8173911320046
Brachycera.sp.25,17.894767101854086,18.523477514041588,solitary,polylectic,2990.422797598876
Brachycera.sp.26,19.032725054770708,6.840740154730156,solitary,polylectic,1179.9777795793489
Apidae.sp.2,6.627593378536403,14.539331127190962,social,polylectic,2056.037564575672
Arachnidae.sp.1,5.873602128587663,16.93143884721212,solitary,polylectic,457.1283623576164
Arachnidae.sp.2,5.751666945405304,10.713359862100333,social,polylectic,2333.754089521244
Chrysoperla.carnea,5.390867860522121,7.767488753888756,solitary,polylectic,1422.92861698661
Curculionidae.sp.9,5.5692325765267015,10.997689263429493,solitary,polylectic,2778.079373249784
Hymenoptera.sp.1,4.551400501746684,11.010401980020106,social,polylectic,1730.1261999178678
Curculionidae.sp.2,14.518070332240313,12.445907052839175,solitary,polylectic,1963.8765481300652
Phoridae.sp.1,7.821660382207483,7.529042317997664,social,polylectic,2975.1096107997
Propylaea.quatuordecimpunctata,8.851876765023917,7.923115419689566,solitary,polylectic,2704.3362444499508
Raupe.sp.1,15.449269314762205,17.87422544369474,social,polylectic,1853.433986264281
Raupe.sp.2,7.061400051228702,13.316053030313924,social,polylectic,2580.2503912942484
Raupe.sp.3,15.713088790886104,12.523741625016555,solitary,oligolectic,1135.7238092459738
Raupe.sp.4,3.314434435684234,21.84549050591886,solitary,polylectic,1976.2999658938497
Xylophagidae.sp.1,14.079810358583927,16.74614075315185,social,polylectic,566.9996252749115
Phoridae.sp.2,18.545377106405795,5.914617690723389,solitary,polylectic,1266.2575796013698
Syrphidae.sp.3,15.97248825058341,17.435392445884645,solitary,polylectic,1739.2798444721848
Raupe.sp.6,15.328522731550038,14.536195895634592,social,polylectic,2211.5638103103265
Cetonia.aurata,7.7524137501604855,13.469202011357993,social,polylectic,1170.9252995438874
Coccinella.sp.1,13.420338318683207,19.298010947881266,solitary,polylectic,952.4017512332648
Coleoptera.sp.12,9.765914584510028,12.881955662975088,solitary,polylectic,2408.832223061472
Formica.rufibarbis.,7.986374753993005,8.381481455406174,social,polylectic,1523.6703490838408
Nitidulidae.sp.3,15.543133466504514,16.1419152058661,solitary,oligolectic,1857.7977747423574
Anaspis.frontalis,2.374739342369139,21.784081739839166,social,polylectic,861.8004031246528
Dasytes.niger,9.004408681765199,17.27461848524399,solitary,oligolectic,2788.8718381756917
Diptera.sp.3,7.450133052188903,5.417056611739099,solitary,oligolectic,2639.894423657097
Oxythyrea.funesta,5.026152968406677,13.38553823926486,solitary,polylectic,1805.2747604437172
Apidae.sp.9,13.075491508468986,7.586283289594576,social,polylectic,1355.8854122413322
Arachnidae.sp.8,3.5148020372726023,16.258825238561258,social,polylectic,337.3737600399181
Brachycera.sp.8,5.8944492461159825,5.46470342669636,social,polylectic,2999.779925798066
Curculionidae.sp.5,19.937140357214957,18.402042244793847,solitary,polylectic,650.8650060044602
Cynegetis.impunctata,4.265950107946992,5.402718449244276,social,oligolectic,2431.576971337199
Diptera.sp.1,2.8026607036590576,17.77913672570139,social,polylectic,1524.7182361083105
Ensifera.sp.5,18.179363266564906,8.7341653611511,social,oligolectic,2515.2761271223426
Nematocera.sp.10,11.210491595324129,20.38236886332743,social,oligolectic,2206.736708362587
Plataspidae.sp.,2.9173917290754616,6.017023842316121,social,polylectic,1911.8933835765347
Apidae.sp.4,19.522329558152705,5.498063653474674,solitary,oligolectic,2979.1276194155216
Apidae.sp.6,4.844833300448954,7.722613981226459,solitary,polylectic,572.261764970608
Arachnidae.sp.4,16.37925084680319,15.793605676852167,social,polylectic,2267.20844686497
Arachnidae.sp.7,4.799472682643682,21.80695104622282,solitary,polylectic,2238.568867254071
Asilidae.sp.1,9.676616600248963,14.545428390847519,solitary,oligolectic,2191.4330386323854
Brachycera.sp.1,5.455740656238049,11.840066667413339,solitary,polylectic,174.1373528726399
Brachycera.sp.2,14.655748410150409,8.769014834892005,solitary,oligolectic,396.92669997457415
Brachycera.sp.4,16.41278365207836,20.6275294162333,social,polylectic,1860.8583817491308
Brachycera.sp.7,19.331584259867668,8.837758280104026,solitary,polylectic,1956.1012810328975
Chrysomelidae.sp.1,2.86426784703508,5.63143781083636,social,polylectic,333.9302920503542
Empis.s.str.caudatula,12.35359290195629,16.89923255913891,solitary,polylectic,374.00250143837184
Ensifera.sp.1,9.573535456322134,10.970834485488012,solitary,oligolectic,1498.9225518424064
Ensifera.sp.2,7.123670777305961,11.139303575502709,social,oligolectic,914.1758275683969
Ensifera.sp.3,8.213138586375862,9.685721978079528,solitary,polylectic,2263.0516348872334
Hymenoptera.sp.2,18.681217628065497,11.75459470693022,solitary,polylectic,2438.607105612755
Insecta.sp.1,18.332773472648114,21.83070420101285,solitary,polylectic,2698.3187357662246
Lepidoptera.sp.1,19.445386436302215,16.79792518587783,solitary,polylectic,2507.1046413853765
Nematocera.sp.1,16.38534278050065,10.54684906033799,social,polylectic,2128.2858660211787
Nematocera.sp.3,4.9235848262906075,19.849896045401692,solitary,polylectic,1083.5165286902338
Nematocera.sp.4,6.919622614979744,17.249929749406874,solitary,polylectic,1687.7737406408414
Nematocera.sp.5,15.749382771085948,21.67061343183741,solitary,polylectic,935.8123143436387
Nematocera.sp.8,16.817482917103916,18.270575248636305,social,polylectic,2734.5486528938636
Notoxus.monoceros,11.926254372112453,18.24827690119855,social,polylectic,1241.0743300337344
Olibrus.bicolor,4.607609938364476,15.092642933363095,social,polylectic,2303.2059793826193
Proctotrupoidea.sp.1,15.653874144423753,21.61507798288949,solitary,polylectic,2915.4041175497696
Pyralidae.sp.1,3.561854148283601,9.797108397586271,solitary,polylectic,1193.8816913636401
Sicus.ferrugineus,14.614368915557861,20.27018325566314,solitary,polylectic,110.1456587202847
Spermaphagus.sericeus,16.920749410055578,17.994678038172424,solitary,polylectic,1464.830690342933
Syrphidae.sp.1,10.85270661348477,15.720696309348568,social,oligolectic,1397.4059966392815
Chrysomelidae.sp.2,11.857003821525723,18.592018849682063,solitary,polylectic,1313.9681804459542
Curculionidae.sp.7,14.049161351285875,15.20476496964693,solitary,polylectic,2610.2117131929845
Polyommatus.semiargus,2.6315134852193296,8.591270664241165,solitary,polylectic,359.0130631113425
Pyralidae.sp.2,4.034685164224356,21.545303906314075,social,polylectic,1362.2815767070279
Rhynchaenus.populi,14.380464175250381,14.995499309385195,solitary,polylectic,2569.8781237006187
Byrrhidae.sp.1,3.4417445519939065,7.644296150188893,social,polylectic,444.5415784837678
Cantharis.sp.1,7.683780401013792,8.17194511112757,solitary,polylectic,948.2324917800725
Miris.striatus,15.76042529148981,13.936761067947373,social,polylectic,2253.0277197016403
Apidae.sp.12,8.299172062426805,16.897982224356383,social,oligolectic,1756.2518195947632
Bombus.hortorum,11.617056164890528,14.796680606668815,social,polylectic,2448.556247493252
Bombus.sp.5,18.078710556961596,11.008778410265222,social,oligolectic,2388.536102185026
Bombus.sp.6,10.057584886904806,5.163901121588424,social,oligolectic,419.13590296171606
Bombus.sp.7,7.904980313498527,6.975538091734052,solitary,polylectic,918.6811033636332
Bombus.sp.8,2.8435521200299263,11.162617549067363,social,polylectic,1193.4942612424493
Chrysomelidae.sp.3,9.007892389316112,17.38621507305652,solitary,polylectic,523.7500288058072
Megabombus.ruderarius,7.12116408534348,15.804361407412216,social,oligolectic,2260.7366353739053
Syrphidae.sp.6,6.864643205888569,10.731495663523674,social,polylectic,245.3971674432978
Oxystoma.craccae,12.371766431257129,5.039696952793747,solitary,polylectic,736.261851596646
Cantharis.sp.2,13.330758505500853,19.02544178487733,solitary,polylectic,486.7706149816513
EMPIDIDAE31 (Emp. : Dip. ),7.640644025988877,15.939770723693073,social,polylectic,1501.9276316976175
LONCHAEIDAE4 (Lon. : Dip. ),14.3969207261689,6.339147812686861,solitary,oligolectic,2184.9864124320447
Baccha maculata (Syr. : Dip. ),11.583055230323225,11.589823154965416,solitary,oligolectic,1274.47296269238
Melanostoma scalare (Syr. : Dip. ),15.679900251328945,7.225164018571377,solitary,polylectic,2092.0610109344125
Bombus (Bombus) hypocrita hypocrita (Api. : Hym. ),13.697178037837148,16.40735127287917,solitary,polylectic,1352.012845641002
Bombus (Thoracobombus) honshuensis (Api. : Hym. ),10.943918869365007,10.2159462349955,social,polylectic,2252.2212164709345
Bombus (Diversobombus) diversus diversus (Api. : Hym. ),10.015706367325038,17.97983916150406,solitary,polylectic,1352.0778182893991
"Lasioglossum (""Dialictus"") problematicum (Hal. : Hym. )",7.77039098367095,17.981449752580374,solitary,polylectic,995.7136505749077
Andrena (Andrena) brevihirtiscopa (And. : Hym. ),13.97947355452925,20.686946772504598,solitary,oligolectic,2712.302251299843
BRACONIDAE25 (Bra. : Hym. ),2.1385685838758945,12.745266567450017,solitary,oligolectic,1938.8650602195412
Eurystylus coelestialium (Mir. : Hem. ),9.271599208470434,5.781261578435078,solitary,polylectic,2606.1952764634043
Hylaeus globula (Col. : Hym. ),17.241427849046886,16.23127725510858,solitary,oligolectic,1667.160442424938
Lasioglossum (El.) taniolellum (Hal. : Hym. ),8.75195573689416,13.782926900545135,social,oligolectic,2078.6938388831913
Mashumyia ferdinandi (Syr. : Dip. ),17.15209038183093,8.586237545358017,social,polylectic,814.8535364307463
MIRIDAE15 (Mir. : Hem. ),9.194720216561109,9.47754785278812,solitary,oligolectic,1306.5702342428267
ORTHOPTERA1 (Ort. : Ort. ),15.221295236144215,5.519181918818504,social,oligolectic,1699.4408063124865
Psychostrophia melanargia (Epi. : Lep. ),15.29393448960036,13.704102849587798,social,polylectic,240.08980428334326
TEPHRITIDAE1 (Tep. : Dip. ),7.875704538542777,15.842761078150943,solitary,oligolectic,439.191893232055
Vespa xanthoptera (Ves. : Hym. ),16.295518756378442,12.626574378926307,social,oligolectic,607.7238690108061
BRACONIDAE31 (Bra. : Hym. ),16.597599340602756,11.589608882088214,social,oligolectic,975.7039722055197
Cheilosia sp.8 (Syr. : Dip. ),19.82433434901759,7.036898449994624,solitary,polylectic,2614.34793130029
Ceratina megastigmata (Ant. : Hym. ),17.613033721689135,21.472904986003414,solitary,polylectic,1896.426804852672
Cheilosia sp.9 (Syr. : Dip. ),4.929104858543724,5.601718794088811,solitary,polylectic,634.4553941162303
Cheilosia sp.14 (Syr. : Dip. ),12.639952153898776,11.947855147067457,solitary,polylectic,2229.4162726495415
DOLICHOPODIDAE1 (Dol. : Dip. ),6.313540272414684,21.71117343311198,solitary,polylectic,1195.3257342334837
EMPIDIDAE32 (Emp. : Dip. ),10.679280837532133,19.372853164793923,solitary,polylectic,1491.5591668803245
Empria quadrimaculata (Ten. : Hym. ),15.324691300746053,6.575631000800058,solitary,oligolectic,2601.4371930155903
